9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190.02
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190.02
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190.02
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190.02
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-189.98
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190.02
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190.02
9.04812e+08,-189.98
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
9.04812e+08,-190
