9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.27
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.25
9.0481e+08,-189.27
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.3
9.0481e+08,-189.27
9.0481e+08,-189.27
